concept_id_1,concept_id_2,relationship_id,valid_start_date,valid_end_date,invalid_reason
45262999,19018935,Maps to,2008-01-01,2099-12-31,
43179346,19020053,Tradename of,2016-09-10,2099-12-31,
1777806,43566984,Has brand name,2016-07-01,2099-12-31,
1539463,43257599,Has marketed form,2017-06-24,2099-12-31,
44412897,19079658,Maps to,2017-04-01,2099-12-31,
19078461,41166811,Has marketed form,2017-07-18,2099-12-31,
44790626,4180456,Concept same_as to,2015-03-01,2099-12-31,
45164193,40236824,Maps to,1970-01-01,2099-12-31,
19077344,45061569,Mapped from,1970-01-01,2099-12-31,
45677806,40163924,SPL - RxNorm,2015-01-29,2099-12-31,
45003645,19078461,Maps to,2007-10-01,2099-12-31,
45838667,40228214,Maps to,2015-01-29,2099-12-31,
44797410,4203722,Maps to,2019-01-31,2099-12-31,
45144898,19128022,Maps to,2008-01-02,2099-12-31,
45375325,19020053,Maps to,2010-12-06,2099-12-31,
45644489,19022781,SPL - RxNorm,1970-01-01,2099-12-31,
40801080,1335471,Brand name of,2017-07-18,2099-12-31,
4115276,4115276,Maps to,1970-01-01,2099-12-31,
4065283,4163951,Has interprets,2011-07-31,2099-12-31,
40232707,36068824,Has marketed form,2020-08-17,2099-12-31,
21082402,19022781,Marketed form of,2015-08-17,2099-12-31,
44427424,19080128,Maps to,2017-04-01,2099-12-31,
21132340,19078461,Marketed form of,2017-06-24,2099-12-31,
43260530,19022781,Tradename of,2016-09-30,2099-12-31,
4120613,4101599,Concept was_a from,2014-04-01,2099-12-31,
35605482,45901251,Mapped from,2016-04-01,2099-12-31,
19073777,46245904,Mapped from,2015-07-08,2099-12-31,
378253,44799060,Manifestation of,2015-03-01,2099-12-31,
44412518,19073094,Maps to,2017-02-01,2099-12-31,
19078461,44969323,Mapped from,1970-01-01,2099-12-31,
19134047,45092463,Mapped from,2010-09-07,2099-12-31,
45772934,441267,Has due to,2015-01-31,2099-12-31,
19022830,43750065,Has tradename,2016-07-01,2099-12-31,
4207470,44791512,Method of,2015-03-01,2099-12-31,
40232707,45694551,RxNorm - SPL,1970-01-01,2099-12-31,
1344909,45287869,Mapped from,2007-08-01,2099-12-31,
4062061,4254477,Has asso proc,2011-07-31,2099-12-31,
45859876,19080129,Maps to,2015-01-29,2099-12-31,
4129646,4296597,Intent of,2011-07-31,2099-12-31,
44445357,1539411,Maps to,2017-05-01,2099-12-31,
40228214,44485505,Mapped from,2017-12-14,2099-12-31,
19019273,44955688,Mapped from,2009-05-04,2099-12-31,
45134440,1332419,Maps to,2008-01-02,2099-12-31,
44906157,19080129,Maps to,2012-05-07,2099-12-31,
46366136,1115171,Maps to,2015-10-16,2099-12-31,
1341927,35126747,Has brand name,2019-03-11,2099-12-31,
36495069,19123231,Maps to,2018-04-20,2099-12-31,
45085327,19019851,Maps to,1970-01-01,2099-12-31,
19020053,45857156,Mapped from,2015-03-26,2099-12-31,
19022781,45692054,RxNorm - SPL,2015-01-29,2099-12-31,
40758030,37020585,Contained in panel,1970-01-01,2099-12-31,
19020053,44878656,Mapped from,2011-02-07,2099-12-31,
44341743,19079924,SPL - RxNorm,1970-01-01,2099-12-31,
36788502,19019273,Marketed form of,2018-09-01,2099-12-31,
19020053,45848153,Mapped from,2015-01-29,2099-12-31,
19020053,44065214,Has marketed form,2017-06-25,2099-12-31,
45801472,1545959,SPL - RxNorm,2015-01-29,2099-12-31,
35128029,1112807,Brand name of,2019-03-11,2099-12-31,
40162606,44472456,Mapped from,2017-10-23,2099-12-31,
19008572,45842113,Mapped from,2015-01-29,2099-12-31,
40184084,36392505,Mapped from,2020-11-08,2099-12-31,
19080128,44338363,RxNorm - SPL,1970-01-01,2099-12-31,
44820546,28060,Maps to,1970-01-01,2099-12-31,
35527439,19080128,Maps to,2018-12-09,2099-12-31,
2047969,19075001,Marketed form of,2020-07-31,2099-12-31,
45628096,19079524,SPL - RxNorm,1970-01-01,2099-12-31,
40229134,44345423,RxNorm - SPL,1970-01-01,2099-12-31,
42707627,45905359,Mapped from,2015-03-26,2099-12-31,
44112933,19073777,Tradename of,2017-06-25,2099-12-31,
19078461,1541213,Mapped from,2021-12-12,2099-12-31,
45816724,19008572,Maps to,2015-01-29,2099-12-31,
19020053,41091612,Has tradename,2017-07-18,2099-12-31,
19078461,36117881,Mapped from,2021-06-20,2099-12-31,
45347738,40232448,Maps to,2011-08-01,2099-12-31,
40223834,44408484,Mapped from,2016-10-01,2099-12-31,
36381707,40163924,Maps to,2020-10-25,2099-12-31,
19080128,45638356,RxNorm - SPL,2015-01-29,2099-12-31,
42528763,45881537,Has Answer,1970-01-01,2099-12-31,
40229134,46369187,Mapped from,2015-10-16,2099-12-31,
45650892,19008572,Maps to,1970-01-01,2099-12-31,
4046554,40504544,Mapped from,1970-01-01,2099-12-31,
41138137,1348267,Marketed form of,2017-07-18,2099-12-31,
40802651,1340128,Brand name of,2017-07-18,2099-12-31,
45809343,40228214,Maps to,2015-01-29,2099-12-31,
19077463,45631606,RxNorm - SPL,2015-01-29,2099-12-31,
4207470,4197761,Method of,2011-07-31,2099-12-31,
1331235,40799538,Has brand name,2017-07-18,2099-12-31,
19020053,1542811,RxNorm - SPL,2021-12-12,2099-12-31,
19022830,45700358,RxNorm - SPL,1970-01-01,2099-12-31,
19133905,45842909,Mapped from,2015-01-29,2099-12-31,
11352,4311280,Maps to,1970-01-01,2099-12-31,
19133768,45031748,Mapped from,2010-04-05,2099-12-31,
1340128,35127564,Has brand name,2019-03-11,2099-12-31,
40746991,19019273,Marketed form of,2018-06-04,2099-12-31,
21160275,19077463,Marketed form of,2017-06-24,2099-12-31,
19022781,43659265,Has marketed form,2017-06-24,2099-12-31,
46233988,41105198,Has marketed form,2017-07-18,2099-12-31,
1539463,43587325,Has marketed form,2017-06-24,2099-12-31,
957136,36478907,Mapped from,2017-11-01,2099-12-31,
1966958,40184084,Maps to,2022-02-20,2099-12-31,
723042,44884046,Mapped from,1970-01-01,2099-12-31,
36684363,4103770,Subsumes,2019-01-31,2099-12-31,
4155034,45549856,Mapped from,1970-01-01,2099-12-31,
45202961,40228230,Maps to,2012-09-04,2099-12-31,
19079658,45893923,RxNorm - SPL,2015-03-26,2099-12-31,
46270228,4294513,Has specimen proc,2015-07-31,2099-12-31,
1150771,41200618,Has marketed form,2017-07-18,2099-12-31,
45142387,40224805,Maps to,2010-09-07,2099-12-31,
40910716,40228214,Tradename of,2017-07-18,2099-12-31,
19077463,45706483,Mapped from,1970-01-01,2099-12-31,
44943760,40174052,Maps to,2010-04-05,2099-12-31,
40228214,44999342,Mapped from,2011-10-25,2099-12-31,
19133905,45158832,Mapped from,2009-07-06,2099-12-31,
796681,19075001,Maps to,2019-09-08,2099-12-31,
43746333,19078461,Marketed form of,2016-07-01,2099-12-31,
4329041,4263769,Subsumes,2011-07-31,2099-12-31,
36213166,1112807,RxNorm has ing,2016-08-01,2099-12-31,
44435526,739207,Maps to,2016-06-01,2099-12-31,
4061611,4240345,Using finding method,2011-07-31,2099-12-31,
1545959,41012655,Has marketed form,2017-07-18,2099-12-31,
1220863,1304048,Maps to,2021-02-14,2099-12-31,
1112807,19096442,Has brand name,2006-01-20,2099-12-31,
19020053,45370092,Mapped from,1970-01-01,2099-12-31,
46298586,40163554,SPL - RxNorm,2015-10-16,2099-12-31,
1539463,41308102,Has tradename,2017-07-18,2099-12-31,
380378,4047749,Asso with finding,2011-07-31,2099-12-31,
45311311,19020053,Maps to,1970-01-01,2099-12-31,
19022830,45637371,Mapped from,1970-01-01,2099-12-31,
45905577,19134047,Maps to,2015-03-26,2099-12-31,
1115171,42663946,Mapped from,2020-02-09,2099-12-31,
45826007,40185304,Maps to,2015-01-29,2099-12-31,
3550862,4246502,Maps to,2020-07-31,2099-12-31,
1177480,40807325,Has brand name,2017-07-18,2099-12-31,
19022781,44968421,Mapped from,2008-02-01,2099-12-31,
44881492,957136,Maps to,1970-01-01,2099-12-31,
36090692,1127433,Maps to,2020-09-01,2099-12-31,
4001336,44828242,Mapped from,2020-07-15,2099-12-31,
40185280,35161378,Has marketed form,2019-03-11,2099-12-31,
1029151,36203183,Method of,2019-12-13,2099-12-31,
19020053,45634884,Mapped from,1970-01-01,2099-12-31,
44353799,40185304,SPL - RxNorm,1970-01-01,2099-12-31,
766444,4132546,Maps to,2021-12-04,2099-12-31,
19080129,45382548,Mapped from,2008-01-02,2099-12-31,
1332419,2012793,Has marketed form,2020-07-31,2099-12-31,
19073188,19073188,Maps to,1970-01-01,2099-12-31,
19080129,44483101,Mapped from,2017-10-23,2099-12-31,
4128474,4117479,Is a,2011-07-31,2099-12-31,
19019308,45361322,Mapped from,2013-08-05,2099-12-31,
1551192,45686853,RxNorm - SPL,2015-01-29,2099-12-31,
45697255,40184084,SPL - RxNorm,1970-01-01,2099-12-31,
36187206,19020053,Maps to,2018-09-23,2099-12-31,
40229134,46305172,RxNorm - SPL,1970-01-01,2099-12-31,
19077344,45078867,Mapped from,2012-05-07,2099-12-31,
3007727,46237487,Has Answer,1970-01-01,2099-12-31,
1308216,21102162,RxNorm ing of,2015-08-17,2099-12-31,
19008572,45198380,Mapped from,1970-01-01,2099-12-31,
1229873,1115171,Maps to,2021-02-01,2099-12-31,
36713142,81902,Has focus,2017-01-31,2099-12-31,
132797,3545372,Mapped from,2020-07-31,2099-12-31,
45843025,40185304,Maps to,2015-01-29,2099-12-31,
44795019,134438,Is a,2015-03-01,2099-12-31,
45794276,19129655,SPL - RxNorm,2015-01-29,2099-12-31,
957136,36197527,Mapped from,2018-10-01,2099-12-31,
1115171,35523027,Mapped from,2018-12-09,2099-12-31,
4102123,44831909,Mapped from,2014-10-01,2099-12-31,
36180394,1115171,Maps to,2018-07-01,2099-12-31,
1776684,21602161,RxNorm - ATC sec up,2020-06-01,2099-12-31,
776545,19008572,Maps to,2020-01-12,2099-12-31,
40228214,35405752,Mapped from,2015-11-01,2099-12-31,
40223768,45790668,RxNorm - SPL,2015-01-29,2099-12-31,
46237487,3007727,Answer of,1970-01-01,2099-12-31,
4198190,4017595,Concept was_a from,2014-04-01,2099-12-31,
44117915,1771162,RxNorm has ing,2017-06-25,2099-12-31,
19019308,44937979,Mapped from,2013-11-04,2099-12-31,
4240345,4064317,Finding method of,2011-07-31,2099-12-31,
40232707,36223433,RxNorm is a,2016-08-01,2099-12-31,
40162522,45083770,Mapped from,2011-09-06,2099-12-31,
36368519,19008572,SPL - RxNorm,2020-11-08,2099-12-31,
35603224,44853435,Mapped from,2018-02-01,2099-12-31,
45194892,19019273,Maps to,1970-01-01,2099-12-31,
31967,4118241,Concept replaces,2013-01-31,2099-12-31,
4064087,4240345,Using finding method,2011-07-31,2099-12-31,
4120120,46273700,Subsumes,2015-07-31,2099-12-31,
35527473,1107882,Maps to,2018-12-09,2099-12-31,
43620418,19078461,Tradename of,2016-07-01,2099-12-31,
45646888,35605482,SPL - RxNorm,1970-01-01,2099-12-31,
45085545,1127433,Maps to,2011-08-01,2099-12-31,
1112807,40813898,Has brand name,2017-07-18,2099-12-31,
36382130,1545959,Maps to,2020-10-25,2099-12-31,
8985,8985,Maps to,1970-01-01,2099-12-31,
42928892,19075601,Tradename of,2018-08-21,2099-12-31,
1115171,44863449,Mapped from,2011-10-25,2099-12-31,
44409221,40223768,Maps to,2016-11-01,2099-12-31,
4044908,4148273,Method of,2011-07-31,2099-12-31,
45109665,19019273,Maps to,2011-02-07,2099-12-31,
42963422,19074843,Tradename of,2018-08-21,2099-12-31,
37029725,3008598,Subsumes,1970-01-01,2099-12-31,
45282503,46233710,Maps to,2017-10-23,2099-12-31,
35500310,19078461,Maps to,2021-06-20,2099-12-31,
45292748,19080128,Maps to,1970-01-01,2099-12-31,
9481,9481,Maps to,1970-01-01,2099-12-31,
36224759,40222846,RxNorm inverse is a,2016-08-01,2099-12-31,
45250512,19077463,Maps to,1970-01-01,2099-12-31,
312437,4307188,Subsumes,2011-07-31,2099-12-31,
41155259,19019273,Tradename of,2017-07-18,2099-12-31,
36887582,1112807,RxNorm has ing,2017-06-24,2099-12-31,
723042,37317085,Mapped from,2020-05-10,2099-12-31,
40231925,45671540,Mapped from,1970-01-01,2099-12-31,
19078461,36096935,Mapped from,2020-10-25,2099-12-31,
45103567,19073183,Maps to,1970-01-01,2099-12-31,
45246010,1551170,Maps to,1970-01-01,2099-12-31,
36992018,19020053,Maps to,2020-05-10,2099-12-31,
1218935,1101556,Maps to,2021-01-31,2099-12-31,
44481119,40228214,Maps to,2017-10-23,2099-12-31,
378419,4030637,Has asso morph,2020-03-09,2099-12-31,
40223768,45663397,RxNorm - SPL,1970-01-01,2099-12-31,
1334456,42908829,Has brand name,2018-08-21,2099-12-31,
43566901,1335471,Brand name of,2016-07-01,2099-12-31,
44943252,35605482,Maps to,2017-10-23,2099-12-31,
45851946,782047,Maps to,2015-01-29,2099-12-31,
35523066,46275444,Maps to,2018-12-09,2099-12-31,
21106509,40160997,Marketed form of,2017-06-24,2099-12-31,
19020053,46241453,RxNorm - SPL,2015-07-08,2099-12-31,
45085854,19077463,Maps to,2007-10-01,2099-12-31,
43012036,45669826,Mapped from,1970-01-01,2099-12-31,
36674999,4021160,Is a,2019-01-31,2099-12-31,
19078461,43656630,Has tradename,2016-07-01,2099-12-31,
19134047,40833903,Available as box,2017-07-18,2099-12-31,
19078461,750668,Mapped from,2018-04-20,2099-12-31,
4060572,4240345,Using finding method,2011-07-31,2099-12-31,
4047845,40609533,Mapped from,2018-07-31,2099-12-31,
3024128,1001522,Contained in panel,1970-01-01,2099-12-31,
739207,44441511,Mapped from,2017-03-01,2099-12-31,
1551192,44413409,Mapped from,2017-06-01,2099-12-31,
19079524,44908988,Mapped from,2010-04-05,2099-12-31,
40223834,45227245,Mapped from,2010-08-02,2099-12-31,
36061942,19133873,Marketed form of,2020-08-17,2099-12-31,
45270211,19079524,Maps to,1970-01-01,2099-12-31,
3014051,3014051,Maps to,1970-01-01,2099-12-31,
771818,715294,Maps to,2019-12-08,2099-12-31,
36134937,40231925,Maps to,2021-12-12,2099-12-31,
36369325,40228214,SPL - RxNorm,2020-10-25,2099-12-31,
40480160,9859,Mapped from,1970-01-01,2099-12-31,
44789247,4043071,Has asso proc,2020-07-31,2099-12-31,
1127433,45853481,Mapped from,2015-01-29,2099-12-31,
1576062,4047564,Maps to,1970-01-01,2099-12-31,
1101556,40480542,Mapped from,2010-01-31,2099-12-31,
45307205,40162522,Maps to,2011-09-06,2099-12-31,
40163167,1177480,Brand name of,2009-08-03,2099-12-31,
45135820,19080129,Maps to,2013-03-04,2099-12-31,
4132546,4001336,Subsumes,2011-07-31,2099-12-31,
734356,973569,Mapped from,2019-08-18,2099-12-31,
45136097,40232448,Maps to,2013-06-03,2099-12-31,
40232448,36109459,Mapped from,2019-10-20,2099-12-31,
1177480,2016712,Has brand name,2020-07-31,2099-12-31,
973926,19134047,Maps to,2019-08-18,2099-12-31,
46254025,1115171,Maps to,2015-07-08,2099-12-31,
1332419,21131340,Has marketed form,2017-06-24,2099-12-31,
45701855,19078461,Maps to,1970-01-01,2099-12-31,
1348267,36698677,Mapped from,2019-10-13,2099-12-31,
1796435,1796435,Maps to,1970-01-01,2099-12-31,
1107882,45900144,Mapped from,2017-10-23,2099-12-31,
40490519,4293738,Is a,2011-07-31,2099-12-31,
43567471,1177480,Brand name of,2016-07-01,2099-12-31,
44807374,313217,Has asso finding,2015-03-01,2099-12-31,
40228214,45896332,RxNorm - SPL,2015-03-26,2099-12-31,
19019582,40236824,Concept replaced by,2012-10-01,2099-12-31,
40277917,37397559,Subsumes,2018-07-31,2099-12-31,
1029816,37020116,Time aspect of,2019-12-13,2099-12-31,
40546700,4329041,Maps to,1970-01-01,2099-12-31,
19078461,44463412,Mapped from,2017-09-01,2099-12-31,
2025242,782047,Marketed form of,2020-07-31,2099-12-31,
4205408,4085002,Subsumes,2011-07-31,2099-12-31,
19077344,44893348,Mapped from,1970-01-01,2099-12-31,
19078461,45635578,RxNorm - SPL,2015-01-29,2099-12-31,
1107882,44997241,Mapped from,2011-10-25,2099-12-31,
40162522,1201879,RxNorm - SPL,1970-01-01,2099-12-31,
40236824,44873194,Mapped from,1970-01-01,2099-12-31,
133834,133834,Maps to,1970-01-01,2099-12-31,
44897892,40163554,Maps to,2011-02-07,2099-12-31,
35207242,40277917,Maps to,2018-01-01,2099-12-31,
19133768,45654085,Mapped from,1970-01-01,2099-12-31,
40248011,40228214,Maps to,2019-01-13,2099-12-31,
40966502,19020053,Tradename of,2017-07-18,2099-12-31,
19019273,45373740,Mapped from,2008-08-01,2099-12-31,
19020053,36395883,Mapped from,2021-01-31,2099-12-31,
37117046,507621,Subsumes,2018-01-31,2099-12-31,
45757435,43530656,Is a,2015-01-31,2099-12-31,
45304945,957136,Maps to,2009-08-03,2099-12-31,
45193642,40166362,Maps to,2011-07-05,2099-12-31,
4309318,4301351,Has due to,2018-01-31,2099-12-31,
1539411,44990248,Mapped from,2007-08-01,2099-12-31,
40185280,44412634,Mapped from,2016-06-01,2099-12-31,
45088666,40236824,Maps to,2011-04-04,2099-12-31,
43035105,1107882,Marketed form of,2019-10-06,2099-12-31,
3051673,1029636,Has property,2019-12-13,2099-12-31,
40185280,35152497,Has marketed form,2019-03-11,2099-12-31,
1341927,40805887,Has brand name,2017-07-18,2099-12-31,
40223768,44438522,Mapped from,2016-08-01,2099-12-31,
41133481,1551192,Marketed form of,2017-07-18,2099-12-31,
1749008,19112645,Has form,2005-04-04,2099-12-31,
19078461,41157343,Has tradename,2017-07-18,2099-12-31,
45641571,40223834,SPL - RxNorm,1970-01-01,2099-12-31,
3012888,3012888,Maps to,1996-09-06,2099-12-31,
45052489,920334,Maps to,1970-01-01,2099-12-31,
40912386,1348267,Tradename of,2017-07-18,2099-12-31,
1348267,36266432,Has marketed form,2017-10-01,2099-12-31,
45703055,19073094,SPL - RxNorm,1970-01-01,2099-12-31,
436676,436676,Maps to,1970-01-01,2099-12-31,
42644810,19134047,Maps to,2020-04-12,2099-12-31,
19079524,45639393,RxNorm - SPL,1970-01-01,2099-12-31,
40223834,45706158,Mapped from,1970-01-01,2099-12-31,
45766298,45766298,Mapped from,2015-01-31,2099-12-31,
4240345,4146864,Finding method of,2011-07-31,2099-12-31,
45252989,1107882,Maps to,2011-10-25,2099-12-31,
37513819,1107882,Maps to,2020-05-24,2099-12-31,
36203183,1016331,Has system,2019-12-13,2099-12-31,
1796458,42906617,Has brand name,2018-08-21,2099-12-31,
823602,1348267,Maps to,2021-04-11,2099-12-31,
36478601,19008572,Maps to,2017-10-01,2099-12-31,
45313437,19018935,Maps to,2012-11-26,2099-12-31,
42516708,40232448,Maps to,2019-12-08,2099-12-31,
19020053,45291898,Mapped from,2007-07-03,2099-12-31,
45650816,957136,SPL - RxNorm,1970-01-01,2099-12-31,
19134047,45276893,Mapped from,2009-06-01,2099-12-31,
1718701,21046052,Has marketed form,2017-06-24,2099-12-31,
19020053,45015448,Mapped from,2010-12-06,2099-12-31,
19073094,44940890,Mapped from,2013-08-05,2099-12-31,
40163554,21095539,Has marketed form,2017-06-24,2099-12-31,
997899,35997635,RxNorm - SPL,2021-12-12,2099-12-31,
4131387,4240345,Using finding method,2011-07-31,2099-12-31,
19078461,44841239,Mapped from,1970-01-01,2099-12-31,
19033822,19078461,Concept replaced by,2012-10-01,2099-12-31,
43569331,1177480,Brand name of,2016-07-01,2099-12-31,
4063127,4047845,Is a,2018-07-31,2099-12-31,
4240345,4065012,Finding method of,2011-07-31,2099-12-31,
44178332,19020053,Marketed form of,2017-10-06,2099-12-31,
45876002,3029187,Subsumes,1970-01-01,2099-12-31,
2060357,40223768,Tradename of,2020-07-31,2099-12-31,
45652963,40229134,Maps to,1970-01-01,2099-12-31,
44048206,19022781,Tradename of,2017-06-25,2099-12-31,
44908197,19133873,Maps to,2009-03-02,2099-12-31,
19073777,45795367,RxNorm - SPL,2015-01-29,2099-12-31,
957136,21143034,Has marketed form,2015-08-17,2099-12-31,
739207,44465293,Mapped from,2016-06-01,2099-12-31,
19133768,45216469,Mapped from,2009-08-03,2099-12-31,
375671,4151198,Mapped from,2017-07-31,2099-12-31,
45032436,19078461,Maps to,2008-10-01,2099-12-31,
42904868,1177480,Brand name of,2018-08-21,2099-12-31,
19078461,45642550,RxNorm - SPL,2015-01-29,2099-12-31,
19079524,45625987,RxNorm - SPL,1970-01-01,2099-12-31,
45295562,19080129,Maps to,2013-08-05,2099-12-31,
4177001,4208104,Is a,2011-07-31,2099-12-31,
40981346,1734107,Marketed form of,2017-07-18,2099-12-31,
739207,21130279,Has marketed form,2015-08-17,2099-12-31,
19020053,45669023,Mapped from,1970-01-01,2099-12-31,
4043241,4140663,Has asso morph,2011-07-31,2099-12-31,
4308861,4300243,Is a,2017-07-31,2099-12-31,
19019851,41257217,Has marketed form,2017-07-18,2099-12-31,
2050460,46233710,Marketed form of,2020-07-31,2099-12-31,
19078461,45847072,Mapped from,2015-03-26,2099-12-31,
1539463,45778764,RxNorm - SPL,2015-01-29,2099-12-31,
19008572,44338996,RxNorm - SPL,1970-01-01,2099-12-31,
45844752,997899,Maps to,2015-01-29,2099-12-31,
45283179,19078106,Maps to,1970-01-01,2099-12-31,
40917652,46233710,Marketed form of,2017-07-18,2099-12-31,
36154376,40162522,SPL - RxNorm,1970-01-01,2099-12-31,
37295593,19041324,SPL - RxNorm,2020-08-09,2099-12-31,
4220631,4049928,Concept was_a from,2014-04-01,2099-12-31,
9156,9156,Maps to,1970-01-01,2099-12-31,
19133905,44986987,Mapped from,2009-03-02,2099-12-31,
19078461,45660928,Mapped from,2013-10-07,2099-12-31,
4078525,4301351,Followed by,2016-01-31,2099-12-31,
4062636,432545,Has focus,2011-07-31,2099-12-31,
1539411,45620869,RxNorm - SPL,2015-01-29,2099-12-31,
4271020,4058421,Asso proc of,2011-07-31,2099-12-31,
4153069,4109685,Is a,2011-07-31,2099-12-31,
42508756,40185304,Maps to,2019-10-13,2099-12-31,
4063219,4240345,Using finding method,2011-07-31,2099-12-31,
19078461,45901269,Mapped from,2015-03-26,2099-12-31,
4115051,80809,Is a,2011-07-31,2099-12-31,
19133873,44346543,RxNorm - SPL,1970-01-01,2099-12-31,
45595495,4203722,Maps to,2019-10-26,2099-12-31,
21600692,1112807,ATC - RxNorm sec up,2020-06-01,2099-12-31,
4269838,4309475,Occurs before,2011-07-31,2099-12-31,
1724060,40185280,Maps to,2019-04-07,2099-12-31,
1332419,21082387,Has marketed form,2017-06-24,2099-12-31,
45019285,1551192,Maps to,1970-01-01,2099-12-31,
443601,45769901,Subsumes,2015-03-01,2099-12-31,
44810940,4240345,Using finding method,2015-03-01,2099-12-31,
1753526,1551170,Maps to,2019-05-13,2099-12-31,
19078106,799118,RxNorm - SPL,1970-01-01,2099-12-31,
4031966,4207470,Has method,2011-07-31,2099-12-31,
36716182,316139,Has due to,2017-01-31,2099-12-31,
1551170,45185112,Mapped from,2011-09-06,2099-12-31,
45685101,19078461,Maps to,2013-10-07,2099-12-31,
19099674,46294565,RxNorm - SPL,1970-01-01,2099-12-31,
37021152,36031861,Contained in panel,1970-01-01,2099-12-31,
3006575,46237067,Has Answer,1970-01-01,2099-12-31,
3537019,4263590,Maps to,2020-07-31,2099-12-31,
45625604,40228214,SPL - RxNorm,1970-01-01,2099-12-31,
40232448,44986725,Mapped from,2013-03-04,2099-12-31,
42508496,40228214,Maps to,2019-10-13,2099-12-31,
44363934,40185304,SPL - RxNorm,1970-01-01,2099-12-31,
40224805,46309122,RxNorm - SPL,1970-01-01,2099-12-31,
1551170,45664886,Mapped from,1970-01-01,2099-12-31,
19018935,40725887,Has marketed form,2018-06-04,2099-12-31,
4298279,763427,Focus of,2018-01-31,2099-12-31,
40185304,45122222,Mapped from,2013-08-05,2099-12-31,
40229134,44363193,RxNorm - SPL,1970-01-01,2099-12-31,
19126920,40160997,RxNorm dose form of,2009-07-06,2099-12-31,
37020730,1621298,Is a,2021-08-23,2099-12-31,
46233988,41033841,Has tradename,2017-07-18,2099-12-31,
45194448,19133768,Maps to,2009-08-03,2099-12-31,
19073183,45009353,Mapped from,2009-01-05,2099-12-31,
4134120,4141403,Subsumes,2011-07-31,2099-12-31,
4178014,2110736,SNOMED cat - CPT4,1980-01-01,2099-12-31,
1177480,42913936,Has brand name,2018-08-21,2099-12-31,
44961166,40223768,Maps to,2013-08-05,2099-12-31,
4300243,4334028,Subsumes,2013-01-31,2099-12-31,
4137915,4138933,Subsumes,2011-07-31,2099-12-31,
4094501,4296597,Is a,2011-07-31,2099-12-31,
4064348,4163951,Has interprets,2011-07-31,2099-12-31,
44427425,40231925,Maps to,2017-05-01,2099-12-31,
36197533,957136,Maps to,2018-10-01,2099-12-31,
4346625,4207470,Has method,2011-07-31,2099-12-31,
45247786,19079524,Maps to,1970-01-01,2099-12-31,
45072273,19080128,Maps to,2008-01-01,2099-12-31,
45163452,19079524,Maps to,1970-01-01,2099-12-31,
46295213,35605482,SPL - RxNorm,1970-01-01,2099-12-31,
41012792,1348267,Marketed form of,2017-07-18,2099-12-31,
40185280,749789,Mapped from,2019-05-13,2099-12-31,
1778162,2048041,RxNorm ing of,2020-07-31,2099-12-31,
36214106,1177480,RxNorm has ing,2016-08-01,2099-12-31,
19023564,45119103,Mapped from,2007-08-01,2099-12-31,
44850917,19019273,Maps to,1970-01-01,2099-12-31,
44087993,1154380,Marketed form of,2017-06-25,2099-12-31,
21091571,1545959,Marketed form of,2015-08-17,2099-12-31,
2213222,4234541,CPT4 - SNOMED cat,1980-01-01,2099-12-31,
40556029,19133873,Maps to,2016-01-31,2099-12-31,
21145598,43012036,Marketed form of,2017-06-24,2099-12-31,
46307682,19078461,SPL - RxNorm,1970-01-01,2099-12-31,
19078461,43051547,Mapped from,2019-12-08,2099-12-31,
19078461,45706463,Mapped from,1970-01-01,2099-12-31,
46275916,44781935,Mapped from,2019-01-13,2099-12-31,
19078461,45291122,Mapped from,2011-10-25,2099-12-31,
4045289,4230790,Subsumes,2011-07-31,2099-12-31,
40162522,44461766,Mapped from,2017-09-01,2099-12-31,
45120454,19023564,Maps to,2009-07-06,2099-12-31,
40312237,4055982,Maps to,1970-01-01,2099-12-31,
45702424,46275916,SPL - RxNorm,1970-01-01,2099-12-31,
44345052,19020053,SPL - RxNorm,1970-01-01,2099-12-31,
44865668,19126352,Maps to,2011-04-04,2099-12-31,
40228214,45659435,RxNorm - SPL,1970-01-01,2099-12-31,
45229771,1539463,Maps to,2009-08-03,2099-12-31,
19077344,44992212,Mapped from,1970-01-01,2099-12-31,
35525880,1332419,Maps to,2018-12-09,2099-12-31,
36495696,19134047,Maps to,2018-04-20,2099-12-31,
40232448,36109138,Mapped from,2019-11-10,2099-12-31,
35861529,46233710,Tradename of,2020-10-02,2099-12-31,
3036277,43055140,Contained in panel,1970-01-01,2099-12-31,
3046523,45882504,Has Answer,1970-01-01,2099-12-31,
42628973,44957731,Mapped from,2016-06-01,2099-12-31,
40185304,44488333,Mapped from,2017-12-14,2099-12-31,
46238795,40229134,SPL - RxNorm,2015-07-08,2099-12-31,
43517403,19020053,Marketed form of,2017-08-29,2099-12-31,
44870245,19078461,Maps to,1970-01-01,2099-12-31,
35859274,1777806,RxNorm has ing,2020-10-02,2099-12-31,
4060992,4240345,Using finding method,2011-07-31,2099-12-31,
920334,44429764,Mapped from,2016-07-01,2099-12-31,
40223768,45203145,Mapped from,2013-11-04,2099-12-31,
1175797,45878305,Has Answer,1970-01-01,2099-12-31,
4168004,136871,Asso morph of,2011-07-31,2099-12-31,
19080128,45660490,RxNorm - SPL,1970-01-01,2099-12-31,
45801132,997899,SPL - RxNorm,2015-01-29,2099-12-31,
4059173,4016117,Concept was_a from,2014-04-01,2099-12-31,
1332419,44922323,Mapped from,2007-10-01,2099-12-31,
